Instance Type,Market,vCPU,RAM (GiB),Storage,Price ($/h),Price ($/m),Price ($/y),Unit,Terms
t4g.nano,ondemand,2,0.5,EBS only,0.0042,3.024,36.288,hrs,"OnDemand, Reserved"
t3a.nano,ondemand,2,0.5,EBS only,0.0047,3.3840000000000003,40.608000000000004,hrs,"OnDemand, Reserved"
t3.nano,ondemand,2,0.5,EBS only,0.0052,3.7439999999999998,44.928,hrs,"OnDemand, Reserved"
t2.nano,ondemand,1,0.5,EBS only,0.0058,4.176,50.112,hrs,"OnDemand, Reserved"
t4g.micro,ondemand,2,1.0,EBS only,0.0084,6.048,72.576,hrs,"OnDemand, Reserved"
t3a.micro,ondemand,2,1.0,EBS only,0.0094,6.768000000000001,81.21600000000001,hrs,"OnDemand, Reserved"
t2.micro,ondemand,1,1.0,EBS only,0.0116,8.352,100.224,hrs,"OnDemand, Reserved"
t4g.small,ondemand,2,2.0,EBS only,0.0168,12.096,145.152,hrs,"OnDemand, Reserved"
t3.small,ondemand,2,2.0,EBS only,0.0208,14.975999999999999,179.712,hrs,"OnDemand, Reserved"
a1.medium,ondemand,1,2.0,EBS only,0.0255,18.36,220.32,hrs,"OnDemand, Reserved"
t4g.medium,ondemand,2,4.0,EBS only,0.0336,24.192,290.304,hrs,"OnDemand, Reserved"
c6g.medium,ondemand,1,2.0,EBS only,0.034,24.48,293.76,hrs,"OnDemand, Reserved"
c7g.medium,ondemand,1,2.0,EBS only,0.0361,25.992,311.904,hrs,"OnDemand, Reserved"
t3a.medium,ondemand,2,4.0,EBS only,0.0376,27.072000000000003,324.86400000000003,hrs,"OnDemand, Reserved"
c6gd.medium,ondemand,1,2.0,1 x 59 NVMe SSD,0.0384,27.647999999999996,331.77599999999995,hrs,"OnDemand, Reserved"
m6g.medium,ondemand,1,4.0,EBS only,0.0385,27.72,332.64,hrs,"OnDemand, Reserved"
m7g.medium,ondemand,1,4.0,EBS only,0.0408,29.376,352.512,hrs,"OnDemand, Reserved"
c6gn.medium,ondemand,1,2.0,EBS only,0.0432,31.104000000000003,373.24800000000005,hrs,"OnDemand, Reserved"
m6gd.medium,ondemand,1,4.0,1 x 59 NVMe SSD,0.0452,32.544,390.52799999999996,hrs,"OnDemand, Reserved"
c7gd.medium,ondemand,1,2.0,1 x 59 NVMe SSD,0.0454,32.688,392.25600000000003,hrs,"OnDemand, Reserved"
t2.medium,ondemand,2,4.0,EBS only,0.0464,33.408,400.896,hrs,"OnDemand, Reserved"
r6g.medium,ondemand,1,8.0,EBS only,0.0504,36.288,435.45599999999996,hrs,"OnDemand, Reserved"
a1.large,ondemand,2,4.0,EBS only,0.051,36.72,440.64,hrs,"OnDemand, Reserved"
c7a.medium,ondemand,1,2.0,EBS only,0.05132,36.950399999999995,443.4047999999999,hrs,"OnDemand, Reserved"
m7gd.medium,ondemand,1,4.0,1 x 59 NVMe SSD,0.0534,38.448,461.376,hrs,"OnDemand, Reserved"
r7g.medium,ondemand,1,8.0,EBS only,0.0536,38.592,463.104,hrs,"OnDemand, Reserved"
r6gd.medium,ondemand,1,8.0,1 x 59 NVMe SSD,0.0576,41.472,497.664,hrs,"OnDemand, Reserved"
c7gn.medium,ondemand,1,2.0,EBS only,0.0624,44.928,539.136,hrs,"OnDemand, Reserved"
t4g.large,ondemand,2,8.0,EBS only,0.0672,48.384,580.608,hrs,"OnDemand, Reserved"
c6g.large,ondemand,2,4.0,EBS only,0.068,48.96,587.52,hrs,"OnDemand, Reserved"
r7gd.medium,ondemand,1,8.0,1 x 59 NVMe SSD,0.068,48.96,587.52,hrs,"OnDemand, Reserved"
c7g.large,ondemand,2,4.0,EBS only,0.0723,52.056000000000004,624.672,hrs,"OnDemand, Reserved"
t3a.large,ondemand,2,8.0,EBS only,0.0752,54.144000000000005,649.7280000000001,hrs,"OnDemand, Reserved"
r7a.medium,ondemand,1,8.0,EBS only,0.07608,54.7776,657.3312,hrs,"OnDemand, Reserved"
c6gd.large,ondemand,2,4.0,1 x 118 NVMe SSD,0.0768,55.29599999999999,663.5519999999999,hrs,"OnDemand, Reserved"
c5a.large,ondemand,2,4.0,EBS only,0.077,55.44,665.28,hrs,"OnDemand, Reserved"
m6g.large,ondemand,2,8.0,EBS only,0.077,55.44,665.28,hrs,"OnDemand, Reserved"
t3.micro,ondemand,2,1.0,EBS only,0.078,56.16,673.92,hrs,"OnDemand, Reserved"
m7g.large,ondemand,2,8.0,EBS only,0.0816,58.752,705.024,hrs,"OnDemand, Reserved"
t3.large,ondemand,2,8.0,EBS only,0.0832,59.903999999999996,718.848,hrs,"OnDemand, Reserved"
x2gd.medium,ondemand,1,16.0,1 x 59 SSD,0.0835,60.120000000000005,721.44,hrs,"OnDemand, Reserved"
c6i.large,ondemand,2,4.0,EBS only,0.085,61.2,734.4000000000001,hrs,"OnDemand, Reserved"
c5.large,ondemand,2,4.0,EBS only,0.085,61.2,734.4000000000001,hrs,"OnDemand, Reserved"
t3a.small,ondemand,2,2.0,EBS only,0.0864,62.208000000000006,746.4960000000001,hrs,"OnDemand, Reserved"
c6gn.large,ondemand,2,4.0,EBS only,0.0864,62.208000000000006,746.4960000000001,hrs,"OnDemand, Reserved"
m6gd.large,ondemand,2,8.0,1 x 118 NVMe SSD,0.0904,65.088,781.0559999999999,hrs,"OnDemand, Reserved"
c7gd.large,ondemand,2,4.0,1 x 118 NVMe SSD,0.0907,65.304,783.648,hrs,"OnDemand, Reserved"
t2.small,ondemand,1,2.0,EBS only,0.0908,65.376,784.5120000000001,hrs,"OnDemand, Reserved"
t2.large,ondemand,2,8.0,EBS only,0.0928,66.816,801.792,hrs,"OnDemand, Reserved"
c5d.large,ondemand,2,4.0,1 x 50 NVMe SSD,0.096,69.12,829.44,hrs,"OnDemand, Reserved"
m5.large,ondemand,2,8.0,EBS only,0.096,69.12,829.44,hrs,"OnDemand, Reserved"
c4.large,ondemand,2,3.75,EBS only,0.1,72.0,864.0,hrs,"OnDemand, Reserved"
c6id.large,ondemand,2,4.0,1 x 118 NVMe SSD,0.1008,72.576,870.9119999999999,hrs,"OnDemand, Reserved"
r6g.large,ondemand,2,16.0,EBS only,0.1008,72.576,870.9119999999999,hrs,"OnDemand, Reserved"
a1.xlarge,ondemand,4,8.0,EBS only,0.102,73.44,881.28,hrs,"OnDemand, Reserved"
m7gd.large,ondemand,2,8.0,1 x 118 NVMe SSD,0.1068,76.896,922.752,hrs,"OnDemand, Reserved"
r7g.large,ondemand,2,16.0,EBS only,0.1071,77.112,925.3439999999999,hrs,"OnDemand, Reserved"
t3.medium,ondemand,2,4.0,EBS only,0.1092,78.62400000000001,943.488,hrs,"OnDemand, Reserved"
r6gd.large,ondemand,2,16.0,1 x 118 NVMe SSD,0.1152,82.944,995.328,hrs,"OnDemand, Reserved"
m7a.large,ondemand,2,8.0,EBS only,0.11592,83.4624,1001.5488,hrs,"OnDemand, Reserved"
c7gn.large,ondemand,2,4.0,EBS only,0.1248,89.856,1078.272,hrs,"OnDemand, Reserved"
r6i.large,ondemand,2,16.0,EBS only,0.126,90.72,1088.6399999999999,hrs,"OnDemand, Reserved"
t4g.xlarge,ondemand,4,16.0,EBS only,0.1344,96.768,1161.216,hrs,"OnDemand, Reserved"
m5dn.large,ondemand,2,8.0,1 x 75 NVMe SSD,0.136,97.92,1175.04,hrs,"OnDemand, Reserved"
c6g.xlarge,ondemand,4,8.0,EBS only,0.136,97.92,1175.04,hrs,"OnDemand, Reserved"
r7gd.large,ondemand,2,16.0,1 x 118 NVMe SSD,0.1361,97.992,1175.904,hrs,"OnDemand, Reserved"
r5d.large,ondemand,2,16.0,1 x 75 NVMe SSD,0.144,103.67999999999999,1244.1599999999999,hrs,"OnDemand, Reserved"
is4gen.medium,ondemand,1,6.0,1 x 937 SSD,0.14408,103.73760000000001,1244.8512,hrs,"OnDemand, Reserved"
c7g.xlarge,ondemand,4,8.0,EBS only,0.1445,104.03999999999999,1248.48,hrs,"OnDemand, Reserved"
r5b.large,ondemand,2,16.0,EBS only,0.149,107.28,1287.3600000000001,hrs,"OnDemand, Reserved"
r6id.large,ondemand,2,16.0,1 x 118 NVMe SSD,0.1512,108.864,1306.368,hrs,"OnDemand, Reserved"
c6gd.xlarge,ondemand,4,8.0,1 x 237 NVMe SSD,0.1536,110.59199999999998,1327.1039999999998,hrs,"OnDemand, Reserved"
c5ad.large,ondemand,2,4.0,1 x 75 NVMe SSD,0.154,110.88,1330.56,hrs,"OnDemand, Reserved"
m6a.large,ondemand,2,8.0,EBS only,0.154,110.88,1330.56,hrs,"OnDemand, Reserved"
m5a.large,ondemand,2,8.0,EBS only,0.154,110.88,1330.56,hrs,"OnDemand, Reserved"
m6g.xlarge,ondemand,4,16.0,EBS only,0.154,110.88,1330.56,hrs,"OnDemand, Reserved"
i4g.large,ondemand,2,16.0,1 x 468 SSD,0.15444,111.1968,1334.3616,hrs,"OnDemand, Reserved"
m7g.xlarge,ondemand,4,16.0,EBS only,0.1632,117.504,1410.048,hrs,"OnDemand, Reserved"
r3.large,ondemand,2,15.25,1 x 32 SSD,0.166,119.52000000000001,1434.2400000000002,hrs,"OnDemand, Reserved"
x2gd.large,ondemand,2,32.0,1 x 118 SSD,0.167,120.24000000000001,1442.88,hrs,"OnDemand, Reserved"
m4.large,ondemand,2,8.0,EBS only,0.1676,120.672,1448.0639999999999,hrs,"OnDemand, Reserved"
m7i.large,ondemand,2,8.0,EBS only,0.1684,121.24799999999999,1454.9759999999999,hrs,"OnDemand, Reserved"
c5.xlarge,ondemand,4,8.0,EBS only,0.17,122.4,1468.8000000000002,hrs,"OnDemand, Reserved"
c7a.large,ondemand,2,4.0,EBS only,0.17024,122.5728,1470.8736,hrs,"OnDemand, Reserved"
c6gn.xlarge,ondemand,4,8.0,EBS only,0.1728,124.41600000000001,1492.9920000000002,hrs,"OnDemand, Reserved"
m6gd.xlarge,ondemand,4,16.0,1 x 237 NVMe SSD,0.1808,130.176,1562.1119999999999,hrs,"OnDemand, Reserved"
r6a.large,ondemand,2,16.0,EBS only,0.181,130.32,1563.84,hrs,"OnDemand, Reserved"
c7gd.xlarge,ondemand,4,8.0,1 x 237 NVMe SSD,0.1814,130.608,1567.296,hrs,"OnDemand, Reserved"
im4gn.large,ondemand,2,8.0,1 x 937 SSD,0.1819,130.96800000000002,1571.6160000000002,hrs,"OnDemand, Reserved"
t2.xlarge,ondemand,4,16.0,EBS only,0.1856,133.632,1603.584,hrs,"OnDemand, Reserved"
z1d.large,ondemand,2,16.0,1 x 75 NVMe SSD,0.186,133.92,1607.04,hrs,"OnDemand, Reserved"
m6id.large,ondemand,2,8.0,1 x 118 NVMe SSD,0.18625,134.1,1609.1999999999998,hrs,"OnDemand, Reserved"
m6i.xlarge,ondemand,4,16.0,EBS only,0.192,138.24,1658.88,hrs,"OnDemand, Reserved"
r6idn.large,ondemand,2,16.0,1 x 118 SSD,0.19539,140.6808,1688.1696000000002,hrs,"OnDemand, Reserved"
r7i.large,ondemand,2,16.0,EBS only,0.1999,143.928,1727.136,hrs,"OnDemand, Reserved"
m7i.xlarge,ondemand,4,16.0,EBS only,0.2016,145.152,1741.8239999999998,hrs,"OnDemand, Reserved"
r6g.xlarge,ondemand,4,32.0,EBS only,0.2016,145.152,1741.8239999999998,hrs,"OnDemand, Reserved"
a1.2xlarge,ondemand,8,16.0,EBS only,0.204,146.88,1762.56,hrs,"OnDemand, Reserved"
m5ad.xlarge,ondemand,4,16.0,1 x 150 NVMe SSD,0.206,148.32,1779.84,hrs,"OnDemand, Reserved"
m7gd.xlarge,ondemand,4,16.0,1 x 237 NVMe SSD,0.2136,153.792,1845.504,hrs,"OnDemand, Reserved"
r7g.xlarge,ondemand,4,32.0,EBS only,0.2142,154.224,1850.6879999999999,hrs,"OnDemand, Reserved"
c5n.xlarge,ondemand,4,10.5,EBS only,0.216,155.52,1866.2400000000002,hrs,"OnDemand, Reserved"
i3.large,ondemand,2,15.25,1 x 475 NVMe SSD,0.224,161.28,1935.3600000000001,hrs,"OnDemand, Reserved"
i3en.large,ondemand,2,16.0,1 x 1250 NVMe SSD,0.226,162.72,1952.6399999999999,hrs,"OnDemand, Reserved"
m6idn.large,ondemand,2,8.0,1 x 118 SSD,0.22672,163.2384,1958.8608000000002,hrs,"OnDemand, Reserved"
c6in.xlarge,ondemand,4,8.0,EBS only,0.2268,163.296,1959.552,hrs,"OnDemand, Reserved"
r6gd.xlarge,ondemand,4,32.0,1 x 237 NVMe SSD,0.2304,165.888,1990.656,hrs,"OnDemand, Reserved"
m7a.xlarge,ondemand,4,16.0,EBS only,0.23184,166.9248,2003.0976,hrs,"OnDemand, Reserved"
m5zn.large,ondemand,2,8.0,EBS only,0.2328,167.616,2011.3920000000003,hrs,"OnDemand, Reserved"
r5dn.large,ondemand,2,16.0,1 x 75 NVMe SSD,0.235,169.2,2030.3999999999999,hrs,"OnDemand, Reserved"
c6i.xlarge,ondemand,4,8.0,EBS only,0.2376,171.072,2052.864,hrs,"OnDemand, Reserved"
i4i.large,ondemand,2,16.0,1 x 468 NVMe SSD,0.239,172.07999999999998,2064.96,hrs,"OnDemand, Reserved"
r6in.large,ondemand,2,16.0,EBS only,0.24193,174.1896,2090.2752,hrs,"OnDemand, Reserved"
c7gn.xlarge,ondemand,4,8.0,EBS only,0.2496,179.712,2156.544,hrs,"OnDemand, Reserved"
c5d.xlarge,ondemand,4,8.0,1 x 100 NVMe SSD,0.26,187.20000000000002,2246.4,hrs,"OnDemand, Reserved"
t4g.2xlarge,ondemand,8,32.0,EBS only,0.2688,193.536,2322.432,hrs,"OnDemand, Reserved"
c6g.2xlarge,ondemand,8,16.0,EBS only,0.272,195.84,2350.08,hrs,"OnDemand, Reserved"
r7gd.xlarge,ondemand,4,32.0,1 x 237 NVMe SSD,0.2722,195.984,2351.808,hrs,"OnDemand, Reserved"
is4gen.large,ondemand,2,12.0,1 x 1875 SSD,0.28815,207.46800000000002,2489.616,hrs,"OnDemand, Reserved"
c7g.2xlarge,ondemand,8,16.0,EBS only,0.289,208.07999999999998,2496.96,hrs,"OnDemand, Reserved"
r6a.xlarge,ondemand,4,32.0,EBS only,0.2944,211.968,2543.616,hrs,"OnDemand, Reserved"
m6id.xlarge,ondemand,4,16.0,1 x 237 NVMe SSD,0.3049,219.528,2634.336,hrs,"OnDemand, Reserved"
